Date,Mobile app names,DFP: Ad units,Ad requests,Matched requests,Coverage,Clicks,Ad request CTR,CTR,Ad CTR,CPC (US$),Ad request eCPM (US$),Matched eCPM (US$),Lift,Estimated revenue (US$),Ad impressions,Ad eCPM (US$)
3/3/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,51,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/3/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,509,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/3/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,208,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,24,24,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.84 ,US$0.84 ,0.00%,US$0.02 ,15,US$1.35 
3/4/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,19,15,78.95%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.92 ,US$3.70 ,0.00%,US$0.06 ,15,US$3.70 
3/4/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,8,8,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.49 ,US$1.49 ,0.00%,US$0.01 ,8,US$1.49 
3/4/2022,(Not applicable),424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,17,17,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.45 ,US$0.45 ,0.00%,US$0.01 ,17,US$0.45 
3/4/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,212,212,100.00%,10,4.72%,4.72%,7.69%,US$0.02 ,US$0.82 ,US$0.82 ,0.00%,US$0.17 ,130,US$1.34 
3/4/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,233,215,92.27%,3,1.29%,1.40%,1.44%,US$0.02 ,US$0.25 ,US$0.28 ,0.00%,US$0.06 ,209,US$0.28 
3/4/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,28,28,100.00%,1,3.57%,3.57%,5.88%,US$0.06 ,US$2.25 ,US$2.25 ,0.00%,US$0.06 ,17,US$3.70 
3/4/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,14,14,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.34 ,US$1.34 ,0.00%,US$0.02 ,13,US$1.45 
3/4/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,11,11,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.20 ,US$0.20 ,0.00%,US$0.00 ,10,US$0.22 
3/4/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,1245,1234,99.12%,58,4.66%,4.70%,5.93%,US$0.11 ,US$5.33 ,US$5.38 ,0.00%,US$6.64 ,978,US$6.79 
3/4/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,2203,2203,100.00%,47,2.13%,2.13%,4.38%,US$0.05 ,US$1.06 ,US$1.06 ,0.00%,US$2.34 ,1073,US$2.18 
3/4/2022,Diamonds tool,424536528 » 1514130_DailyFreeDiamonds_AppOpen,1,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,37,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,F id sell app - F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,39,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,93,1,1.08%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.05 ,US$4.20 ,0.00%,US$0.00 ,1,US$4.20 
3/4/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,29874,25992,87.01%,960,3.21%,3.69%,18.15%,US$0.00 ,US$0.14 ,US$0.17 ,0.00%,US$4.32 ,5289,US$0.82 
3/4/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » 1510393_LiveCricketTVWatchLiveStreamingofMatch_Banner_320x50,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.30 ,US$0.30 ,0.00%,US$0.00 ,1,US$0.30 
3/4/2022,Live Cricket TV - Watch Live Streaming of Match,424536528 » Ad Exchange Mobile In-App » 1504030_LiveCricketTVWatchLiveStreamingofMatch_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504277_Livecrickettv2_320x100_AdX,4,4,100.00%,1,25.00%,25.00%,33.33%,US$0.00 ,US$0.52 ,US$0.52 ,0.00%,US$0.00 ,3,US$0.70 
3/4/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504278_Livecrickettv2_Interstitial_AdX,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$3.86 ,US$3.86 ,0.00%,US$0.01 ,2,US$5.79 
3/4/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,1083,13,1.20%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.09 ,0.00%,US$0.00 ,10,US$0.12 
3/4/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,917,6,0.65%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.81 ,0.00%,US$0.00 ,6,US$0.81 
3/4/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,178,178,100.00%,5,2.81%,2.81%,4.76%,US$0.49 ,US$13.69 ,US$13.69 ,0.00%,US$2.44 ,105,US$23.21 
3/4/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,331,331,100.00%,11,3.32%,3.32%,12.50%,US$0.07 ,US$2.37 ,US$2.37 ,0.00%,US$0.78 ,88,US$8.92 
3/4/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,27,27,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,82538,82429,99.87%,759,0.92%,0.92%,1.62%,US$0.07 ,US$0.65 ,US$0.65 ,0.00%,US$53.75 ,46830,US$1.15 
3/4/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,62333,61084,98.00%,1170,1.88%,1.92%,2.02%,US$0.11 ,US$2.04 ,US$2.08 ,0.00%,US$126.89 ,58063,US$2.19 
3/4/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,72,72,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.59 ,US$2.59 ,0.00%,US$0.19 ,21,US$8.88 
3/4/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,71,71,100.00%,1,1.41%,1.41%,5.56%,US$0.31 ,US$4.38 ,US$4.38 ,0.00%,US$0.31 ,18,US$17.27 
3/4/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506738_Shiza_LiveTenSports_Banner,7,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506740_Shiza_LiveTenSports_Interstitial,6,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,93,51,54.84%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.03 ,0.00%,US$0.00 ,10,US$0.13 
3/4/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.27 ,US$0.27 ,0.00%,US$0.00 ,2,US$0.27 
3/4/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,10,8,80.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.01 ,0.00%,US$0.00 ,7,US$0.01 
3/4/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,11,5,45.45%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.03 ,US$0.06 ,0.00%,US$0.00 ,4,US$0.08 
3/4/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,4732,4728,99.92%,17,0.36%,0.36%,0.72%,US$0.29 ,US$1.06 ,US$1.06 ,0.00%,US$5.00 ,2354,US$2.13 
3/4/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,2171,2040,93.97%,25,1.15%,1.23%,1.26%,US$0.25 ,US$2.94 ,US$3.12 ,0.00%,US$6.37 ,1984,US$3.21 
3/4/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1634,1561,95.53%,34,2.08%,2.18%,2.44%,US$0.21 ,US$4.36 ,US$4.56 ,0.00%,US$7.12 ,1392,US$5.12 
3/4/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,296,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,54,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,325,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,233,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,id sell F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,23,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/4/2022,id sell F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,66,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,(Not applicable),424536528 » 1505561_LiveFootballTVHD_Interstitial,53,51,96.23%,2,3.77%,3.92%,3.92%,US$0.01 ,US$0.55 ,US$0.57 ,0.00%,US$0.03 ,51,US$0.57 
3/5/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,24,24,100.00%,2,8.33%,8.33%,9.09%,US$0.02 ,US$1.92 ,US$1.92 ,0.00%,US$0.05 ,22,US$2.09 
3/5/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,18,18,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.43 ,US$0.43 ,0.00%,US$0.01 ,11,US$0.70 
3/5/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,36,35,97.22%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.10 ,US$0.10 ,0.00%,US$0.00 ,35,US$0.10 
3/5/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,6,6,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.23 ,US$0.23 ,0.00%,US$0.00 ,6,US$0.23 
3/5/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,66,66,100.00%,2,3.03%,3.03%,3.03%,US$0.05 ,US$1.51 ,US$1.51 ,0.00%,US$0.10 ,66,US$1.51 
3/5/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,495,488,98.59%,11,2.22%,2.25%,3.87%,US$0.03 ,US$0.57 ,US$0.58 ,0.00%,US$0.28 ,284,US$0.99 
3/5/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,619,580,93.70%,1,0.16%,0.17%,0.18%,US$0.13 ,US$0.21 ,US$0.22 ,0.00%,US$0.13 ,567,US$0.23 
3/5/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,16,16,100.00%,1,6.25%,6.25%,100.00%,US$0.00 ,US$0.01 ,US$0.01 ,0.00%,US$0.00 ,1,US$0.24 
3/5/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,81,81,100.00%,4,4.94%,4.94%,7.27%,US$0.01 ,US$0.74 ,US$0.74 ,0.00%,US$0.06 ,55,US$1.09 
3/5/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,15,15,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.63 ,US$0.63 ,0.00%,US$0.01 ,15,US$0.63 
3/5/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,12,11,91.67%,1,8.33%,9.09%,10.00%,US$0.00 ,US$0.18 ,US$0.19 ,0.00%,US$0.00 ,10,US$0.21 
3/5/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,7854,7727,98.38%,193,2.46%,2.50%,2.67%,US$0.22 ,US$5.38 ,US$5.47 ,0.00%,US$42.25 ,7216,US$5.86 
3/5/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,11529,11525,99.97%,150,1.30%,1.30%,2.29%,US$0.08 ,US$1.07 ,US$1.07 ,0.00%,US$12.30 ,6542,US$1.88 
3/5/2022,Diamonds tool,424536528 » 1514130_DailyFreeDiamonds_AppOpen,1,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,F id sell app - F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,10,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,Football TV HD 2022,424536528 » 1505562_LiveFootballTVHD_Native,449,1,0.22%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.08 ,0.00%,US$0.00 ,1,US$0.08 
3/5/2022,Hamster VPN : Unlimited Proxy,424536528 » 1514938_HamsterVPN_Interstitial,30425,26958,88.60%,937,3.08%,3.48%,16.56%,US$0.01 ,US$0.16 ,US$0.18 ,0.00%,US$4.97 ,5658,US$0.88 
3/5/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504277_Livecrickettv2_320x100_AdX,10,10,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.15 ,US$0.15 ,0.00%,US$0.00 ,9,US$0.17 
3/5/2022,Live Cricket TV -Watch Matches,424536528 » Ad Exchange Mobile In-App » 1504278_Livecrickettv2_Interstitial_AdX,10,10,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.61 ,US$0.61 ,0.00%,US$0.01 ,7,US$0.87 
3/5/2022,Live Football TV HD,424536528 » 1505561_LiveFootballTVHD_Interstitial,35163,13006,36.99%,291,0.83%,2.24%,2.41%,US$0.03 ,US$0.27 ,US$0.73 ,0.00%,US$9.52 ,12071,US$0.79 
3/5/2022,Live Football TV HD,424536528 » 1505562_LiveFootballTVHD_Native,15316,3584,23.40%,22,0.14%,0.61%,0.85%,US$0.05 ,US$0.06 ,US$0.28 ,0.00%,US$0.99 ,2601,US$0.38 
3/5/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,5359,35,0.65%,1,0.02%,2.86%,3.45%,US$0.02 ,US$0.00 ,US$0.53 ,0.00%,US$0.02 ,29,US$0.64 
3/5/2022,Live Football TV Streaming HD,424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,6344,62,0.98%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.02 ,US$2.21 ,0.00%,US$0.14 ,59,US$2.32 
3/5/2022,Live Streaming For NFL,424536528 » 1509357_NFLLiveStreamingHDFreeNFLLive_Interstitial,156,156,100.00%,5,3.21%,3.21%,5.75%,US$0.35 ,US$11.12 ,US$11.12 ,0.00%,US$1.73 ,87,US$19.93 
3/5/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504690_NFLLiveStreamingHDFreeNFLLive_Native,301,301,100.00%,3,1.00%,1.00%,3.26%,US$0.23 ,US$2.26 ,US$2.26 ,0.00%,US$0.68 ,92,US$7.39 
3/5/2022,Live Streaming For NFL,424536528 » Ad Exchange Mobile In-App » 1504694_NFLLiveStreamingHDFreeNFLLive_Appopen,21,21,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,Live Streaming for MotoGp & F1,424536528 » 1510126_RacingSchedule_Native,120347,120155,99.84%,962,0.80%,0.80%,1.40%,US$0.05 ,US$0.39 ,US$0.39 ,0.00%,US$47.05 ,68510,US$0.69 
3/5/2022,Live Streaming for MotoGp & F1,424536528 » 1510127_RacingSchedule_Interstitial,94033,91382,97.18%,1487,1.58%,1.63%,1.71%,US$0.09 ,US$1.48 ,US$1.52 ,0.00%,US$138.74 ,86965,US$1.60 
3/5/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,93,93,100.00%,1,1.08%,1.08%,3.13%,US$0.21 ,US$2.26 ,US$2.26 ,0.00%,US$0.21 ,32,US$6.58 
3/5/2022,Live Streams for NFL,424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,68,68,100.00%,1,1.47%,1.47%,3.70%,US$0.61 ,US$9.01 ,US$9.01 ,0.00%,US$0.61 ,27,US$22.68 
3/5/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506738_Shiza_LiveTenSports_Banner,5,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,Live Ten Sports TV,424536528 » Ad Exchange Mobile In-App » [no longer used] 1506740_Shiza_LiveTenSports_Interstitial,7,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,"Odia Status - Full Screen Videos, Memes and Shayri",424536528 » 1512892_OdiaStatus_Native,120,80,66.67%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.01 ,US$0.02 ,0.00%,US$0.00 ,20,US$0.08 
3/5/2022,Speed Star Gangster Fighting Game,424536528 » 1515330_SpeedStarGangsterFightingGame_Banner_320x50,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.69 ,US$0.69 ,0.00%,US$0.00 ,2,US$0.69 
3/5/2022,Speed Star Gangster Fighting Game,424536528 » 1515332_SpeedStarGangsterFightingGame_Native,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.06 ,US$0.06 ,0.00%,US$0.00 ,1,US$0.18 
3/5/2022,Speed Star Gangster Fighting Game,424536528 » 1515333_SpeedStarGangsterFightingGame_Interstitial,3,3,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.35 ,US$0.35 ,0.00%,US$0.00 ,1,US$1.06 
3/5/2022,Watch NBA Streaming Live,424536528 » 1509252_StreamsforBasketballLive_Native,3051,3042,99.71%,12,0.39%,0.39%,0.82%,US$0.29 ,US$1.12 ,US$1.13 ,0.00%,US$3.43 ,1467,US$2.34 
3/5/2022,Watch NBA Streaming Live,424536528 » 1509253_StreamsforBasketballLive_Interstitial,1293,1259,97.37%,15,1.16%,1.19%,1.21%,US$0.42 ,US$4.92 ,US$5.05 ,0.00%,US$6.36 ,1238,US$5.14 
3/5/2022,Watch NBA Streaming Live,424536528 » 1509254_StreamsforBasketballLive_AppOpen,1074,1054,98.14%,18,1.68%,1.71%,1.94%,US$0.34 ,US$5.70 ,US$5.81 ,0.00%,US$6.12 ,930,US$6.58 
3/5/2022,WiFi Mouse Lite,424536528 » 1515258_WiFiMouseLite_Banner_320x50,119,1,0.84%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.27 ,0.00%,US$0.00 ,1,US$0.27 
3/5/2022,WiFi Mouse Lite,424536528 » 1515260_WiFiMouseLite_Native,51,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,WiFi Mouse(remote control PC),424536528 » 1514976_WiFiMouse_Banner_320x50,314,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,WiFi Mouse(remote control PC),424536528 » 1514977_WiFiMouse_Native,176,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,id sell F-F Accounts,424536528 » 1515889_FireID_SellApp_Banner_320x50,1,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/5/2022,id sell F-F Accounts,424536528 » 1515891_FireID_SellApp_Native,4,0,0.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,(Not applicable),424536528 » 1505561_LiveFootballTVHD_Interstitial,78,76,97.44%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.34 ,US$0.35 ,0.00%,US$0.03 ,73,US$0.36 
3/6/2022,(Not applicable),424536528 » 1505562_LiveFootballTVHD_Native,58,58,100.00%,3,5.17%,5.17%,7.50%,US$0.01 ,US$0.41 ,US$0.41 ,0.00%,US$0.02 ,40,US$0.59 
3/6/2022,(Not applicable),424536528 » 1509252_StreamsforBasketballLive_Native,23,23,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$1.46 ,US$1.46 ,0.00%,US$0.03 ,13,US$2.58 
3/6/2022,(Not applicable),424536528 » 1509253_StreamsforBasketballLive_Interstitial,10,9,90.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.78 ,US$0.87 ,0.00%,US$0.01 ,9,US$0.87 
3/6/2022,(Not applicable),424536528 » 1509254_StreamsforBasketballLive_AppOpen,8,8,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.70 ,US$0.70 ,0.00%,US$0.01 ,6,US$0.93 
3/6/2022,(Not applicable),424536528 » 1509372_BoxingLiveStreams_Interstitial,1109,1062,95.76%,2,0.18%,0.19%,0.19%,US$0.72 ,US$1.29 ,US$1.35 ,0.00%,US$1.43 ,1044,US$1.37 
3/6/2022,(Not applicable),424536528 » 1510126_RacingSchedule_Native,762,708,92.91%,14,1.84%,1.98%,3.47%,US$0.03 ,US$0.52 ,US$0.56 ,0.00%,US$0.39 ,403,US$0.98 
3/6/2022,(Not applicable),424536528 » 1510127_RacingSchedule_Interstitial,832,798,95.91%,10,1.20%,1.25%,1.28%,US$0.02 ,US$0.22 ,US$0.22 ,0.00%,US$0.18 ,783,US$0.23 
3/6/2022,(Not applicable),424536528 » 1514938_HamsterVPN_Interstitial,6,6,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.06 ,US$0.06 ,0.00%,US$0.00 ,1,US$0.35 
3/6/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,797,797,100.00%,16,2.01%,2.01%,3.60%,US$0.10 ,US$2.03 ,US$2.03 ,0.00%,US$1.62 ,445,US$3.64 
3/6/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507631_LiveFootballTVStreamingHD_Native,4,4,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$2.58 ,US$2.58 ,0.00%,US$0.01 ,3,US$3.44 
3/6/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » 1507632_LiveFootballTVStreamingHD_Interstitial,5,5,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.27 ,US$0.27 ,0.00%,US$0.00 ,4,US$0.34 
3/6/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507014_LiveStreamsofNFL_Native,2,2,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,(Not applicable),424536528 » Ad Exchange Mobile In-App » [no longer used] 1507017_LiveStreamsofNFL_Interstitial,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
3/6/2022,Boxing Live Streams - UFC Live,424536528 » 1509372_BoxingLiveStreams_Interstitial,234979,231641,98.58%,2874,1.22%,1.24%,1.29%,US$0.35 ,US$4.25 ,US$4.31 ,0.00%,US$998.42 ,223257,US$4.47 
3/6/2022,Boxing Live Streams - UFC Live,424536528 » Ad Exchange Mobile In-App » 1504270_BoxingLiveStreams_Native,269532,269324,99.92%,1629,0.60%,0.60%,1.06%,US$0.15 ,US$0.92 ,US$0.92 ,0.00%,US$246.82 ,153778,US$1.61 
3/6/2022,Diamonds Gaining Tips,424536528 » 1515191_DiamondsGainingTips_AppOpen,1,1,100.00%,0,0.00%,0.00%,0.00%,US$0.00 ,US$0.00 ,US$0.00 ,0.00%,US$0.00 ,0,US$0.00 
